date,name,km,km/h,Points,Airfield,Club,Region of club,Aircraft
4/10/2024,Ivan Teese,327.38,103.31,321.12894,Kingaroy,N/A,AU-QLD,ASG 29 18m
4/10/2024,David Fagan,267.51,69.5,262.42316,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 18m
4/10/2024,Todd Edwards ,218.94,76.6,242.48,Kingaroy,Kingaroy Soaring Club,AU-QLD,LS 3
4/10/2024,Barry Hendy,193.32,87.1,222.73,Burketown,South Gippsland Gliding Club,AU-QLD,Phoenix
4/10/2024,Allan Barnes,195.86,62.18,209.89124,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 8 18m
4/10/2024,gary rogers,162.4,75.49,191.89058,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus b
4/10/2024,Ian Sawell,135.15,39.23,142.06216,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 6
4/10/2024,Andrew White,90.33,60.79,85.55167,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
4/10/2024,John Lock,77.59,42.85,83.58,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LAK-19 18m
4/10/2024,David Pickles,72.82,52.35,79.92353,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,PIK-20 B
4/10/2024,Max  Scutchings,69.66,49.78,72.4,Gawler,Adelaide Soaring Club,AU-SA,DG 1000S 20m
4/10/2024,Ursula Husy,67.76,30.77,71.95,Kingaroy,Kingaroy Soaring Club,AU-QLD,LS 8 18m
4/10/2024,Rick Martin,48.44,36.6,52.06,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 7 WL
4/10/2024,Kelton Burgess,47.84,42.77,47.98,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus 2a
4/10/2024,Mark Berry,38.73,33.14,41.89189,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus a 15m
4/10/2024,Sam Unger,18.37,90.47,18.94,Bathurst,N/A,AU-NSW,DG 1000S 18m
3/10/2024,Ian Steventon,576.62,94.87,616.30914,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,Arcus M
3/10/2024,David Fagan,533.61,95.14,521.85,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1C 21m
3/10/2024,Justin Smith,511.41,96.75,516.33,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
3/10/2024,Jaroslaw Mosiejewski,255.39,63.58,304.38824,Bacchus Marsh,Geelong Gliding Club,AU-VIC,PIK-20 B
3/10/2024,Bernie ODonnell,226.7,76.65,298.38,Corowa,SportAviation Tocumwal,AU-VIC,ASK 21
3/10/2024,Terry Bellair,253.44,77.1,288.39,Raywood,Bendigo Gliding Club,AU-VIC,DG 400 17m
3/10/2024,Mark Bland,151.36,97.55,253.49707,Burketown,Gliding Club of Victoria,AU-QLD,G 109
3/10/2024,Barry Hendy,217,96.28,251.91,Burketown,South Gippsland Gliding Club,AU-QLD,Phoenix
3/10/2024,Bernie Sizer,189.47,74.77,236.08,Tocumwal,Tocumwal Soaring Centre,AU-NSW,PIK-20 B
3/10/2024,Bruce Cowan,256.6,85.17,216.4,Benalla,Gliding Club of Victoria,AU-VIC,JS3 RES 18m
3/10/2024,Mark Simpson,164.47,68.69,210.87553,Benalla,N/A,AU-VIC,Silent 2
3/10/2024,Christopher Adda,144.47,66.04,165.86127,Bacchus Marsh,Geelong Gliding Club,AU-VIC,LS 6
3/10/2024,Steve Root,106.97,65.3,128.54616,Pipers Field,Bathurst Soaring Club,AU-NSW,DG 505 M Orion 20m
3/10/2024,Dominique Brassier,85.11,53.07,93.33962,Pipers Field,Bathurst Soaring Club,AU-NSW,Discus b
3/10/2024,Mark Berry,82.32,45.45,89.554054,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus a 15m
3/10/2024,Ian Sawell,69.8,48.65,76.67207,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 6
3/10/2024,Ranjit Phelan,68.73,48.92,65.61207,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,SZD-56-2 Diana 2
3/10/2024,John Lock,57.24,79.07,62.33,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LAK-19 15m
3/10/2024,Ian Sawell,12.06,81.92,13.443243,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 6
2/10/2024,Ian Steventon,549.23,100.29,588.33417,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,Arcus M
2/10/2024,Justin Smith,541.43,95.4,570.3,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
2/10/2024,Andrew White,517.16,96.42,429.17,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
2/10/2024,David Fagan,529.65,88.41,421.83807,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1C 21m
2/10/2024,Tim Causer,347,83.7,390.4547,Temora,Temora Gliding Club,AU-NSW,ASW 24 E
2/10/2024,Scott Lennon,349.53,89.05,385.69724,Temora,Temora Gliding Club,AU-NSW,LS 8
2/10/2024,Jacob Bloom,381.43,102.83,313.86,Narromine,Narromine Gliding Club,AU-NSW,JS3 TJ 18m
2/10/2024,Ian Sawell,264.41,69.19,288.28287,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 6
2/10/2024,Grant Heaney,218.34,78.85,263.00186,Tocumwal,Tocumwal Soaring Centre,AU-NSW,Discus a
2/10/2024,Bernie Sizer,179.87,56.84,214.66667,Tocumwal,Tocumwal Soaring Centre,AU-NSW,PIK-20 B
2/10/2024,Bernard Eckey,213.29,108.87,205.21,Balaklava,Balaklava Gliding Club,AU-SA,ASH 30 Mi
2/10/2024,Philip Ritchie,150.84,87.71,121.49763,Gawler,Adelaide Soaring Club,AU-SA,Quintus
2/10/2024,Tom Cutler,47.02,50.1,52.203773,Gawler,Adelaide Soaring Club,AU-SA,Discus b
2/10/2024,Mark Bland,22.58,57.53,39.280884,Burketown,Gliding Club of Victoria,AU-QLD,G 109
1/10/2024,Ian Steventon,502.4,94.74,471.4617,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,Arcus M
1/10/2024,Chris Woolley,554.66,114.76,464.02,Kingaroy,Kingaroy Soaring Club,AU-QLD,Ventus 2cxM 18m
1/10/2024,Lake Keepit Soaring Club,457.61,91.28,430.23334,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1C 21m
1/10/2024,Bruce Cowan,309.35,98.81,321.77,Benalla,Gliding Club of Victoria,AU-VIC,JS3 RES 18m
1/10/2024,Jacob Bloom,262.83,77.08,256.43,Narromine,Narromine Gliding Club,AU-NSW,JS3 TJ 18m
1/10/2024,Bernie Sizer,211.51,63.84,238.24805,Tocumwal,Tocumwal Soaring Centre,AU-NSW,PIK-20 B
1/10/2024,Matt Cole,30.64,36.84,33.40566,Bathurst,Southern Cross Gliding Club,AU-NSW,DG 1000S 18m
30/9/2024,Andy Aveling,536.02,85.93,580.76105,Lake Keepit,Lasham Gliding Society,AU-NSW,Duo Discus XT
30/9/2024,David Fagan,477.81,103.89,479.91193,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1C 21m
30/9/2024,Chris Woolley,399.36,91.53,394.98,Kingaroy,Kingaroy Soaring Club,AU-QLD,Ventus 2cxM 18m
30/9/2024,Allan Barnes,432.91,86.47,382.39,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 8 18m
30/9/2024,Jacob Bloom,237.2,75.51,248.7,Narromine,Narromine Gliding Club,AU-NSW,JS3 TJ 18m
30/9/2024,Ian Steventon,244.72,70.53,239.72835,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,Arcus M
30/9/2024,Andrzej Wroblewski,127,49.3,128.03162,Bacchus Marsh,Geelong Gliding Club,AU-VIC,LS 6 18m
30/9/2024,David Meredith,65.38,54.67,73.21,Bacchus Marsh,Geelong Gliding Club,AU-VIC,SZD-48 Jantar Std. 2
29/9/2024,Steve McMahon,261.58,86.27,255.86,Kingaroy,Kingaroy Soaring Club,AU-QLD,ASG 29 E 18m
29/9/2024,Glenn Hawser,176.13,65.09,185.63,Beverley,Beverley Soaring Society,AU-WA,Nimbus 2
29/9/2024,Allan Gartland,100.3,82.61,118.76729,Beverley,Beverley Soaring Society,AU-WA,Discus a
29/9/2024,Richard Hart,53.77,47.19,75.55,Elliott Field,Temora Gliding Club,AU,Pilatus B4 FG
29/9/2024,John Grant,63.89,60.27,65.756,Narrogin,Narrogin Gliding Club,AU-WA,DG 505 6 Orion
29/9/2024,John Orton,63.33,52.12,63.8,Temora,Gliding Club of Victoria,AU-NSW,ASG 29 18m
29/9/2024,Pavel Kalenov,25.67,77.07,33.84348,Boonah,Boonah Gliding Club,AU-QLD,G 103 Twin 2
29/9/2024,Pavel Kalenov,22.56,85.67,28.121738,Boonah,Boonah Gliding Club,AU-QLD,G 103 Twin 2
29/9/2024,Timothy Armitage,25.05,24.71,26.250944,Bathurst,Southern Cross Gliding Club,AU-NSW,DG 1000S 18m
29/9/2024,Pavel Kalenov,21.29,76.41,24.86,Boonah,Boonah Gliding Club,AU-QLD,G 103 Twin 2
29/9/2024,Pavel Kalenov,11.91,90.65,13.99,Boonah,Boonah Gliding Club,AU-QLD,G 103 Twin 2
28/9/2024,Nathan Johnson,274.41,80.66,262.9562,Temora,Temora Gliding Club,AU-NSW,ASG 29 E 18m
28/9/2024,Tobias Geiger,145.1,56,142.56956,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2ax
28/9/2024,Rolf Buelter,82.35,51.5,86.05263,Raywood,Bendigo Gliding Club,AU-VIC,LS 8T 18m
28/9/2024,Terry Bellair,76.35,34.2,82.68716,Raywood,Bendigo Gliding Club,AU-VIC,DG 400 17m
28/9/2024,Matt Cole,32.51,53.15,35.56604,Bathurst,Southern Cross Gliding Club,AU-NSW,DG 1000S 18m
28/9/2024,Rewa Phypers,18.95,39.3,23.74,Bacchus Marsh,Melbourne Gliding Club,AU-VIC,SZD-51 Junior
28/9/2024,Pavel Kalenov,19.01,78.66,22.736956,Boonah,Boonah Gliding Club,AU-QLD,G 103 Twin 2
28/9/2024,Pavel Kalenov,15.1,56.16,17.961956,Boonah,Boonah Gliding Club,AU-QLD,G 103 Twin 2
28/9/2024,Aaron Mazeika,13.39,72.82,13.633962,Bacchus Marsh,Chicago Glider Club,AU-VIC,Discus b
28/9/2024,Rewa Phypers,11.9,91.73,12.79434,Bacchus Marsh,Melbourne Gliding Club,AU-VIC,DG 1000S 18m
27/9/2024,Tobias Geiger,202.23,59.45,204.1539,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2ax
27/9/2024,Rolf Buelter,170.49,56.3,174.9079,Raywood,Bendigo Gliding Club,AU-VIC,LS 8T 18m
27/9/2024,Mark Simpson,57.21,31.51,71.33298,Benalla,N/A,AU-VIC,Silent 2
27/9/2024,Stephen Jinks,52.92,50.37,58.553272,Raywood,Bendigo Gliding Club,AU-VIC,Mosquito
27/9/2024,David Meredith,22.33,29.23,25.49,Bacchus Marsh,Geelong Gliding Club,AU-VIC,SZD-48 Jantar Std. 2
27/9/2024,Gary Campbell,20.85,39.82,21.171429,Bacchus Marsh,Geelong Gliding Club,AU-VIC,Duo Discus
27/9/2024,Gary Campbell,18.67,63.11,20.494644,Bacchus Marsh,Geelong Gliding Club,AU-VIC,Duo Discus
27/9/2024,Marc Hugelshofer,14.41,64.04,17,Bacchus Marsh,Melbourne Gliding Club,AU-VIC,SZD-51 Junior
27/9/2024,Rewa Phypers,10.65,73.03,12.88,Bacchus Marsh,Melbourne Gliding Club,AU-VIC,SZD-51 Junior
26/9/2024,James Nugent,251.39,93.16,251.87,Benalla,Gliding Club of Victoria,AU-VIC,LS 3
26/9/2024,Daniel Summers,263.81,74.89,248.0887,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2a
26/9/2024,Barry Hendy,160.3,77.63,183.66,Burketown,South Gippsland Gliding Club,AU-QLD,Phoenix
25/9/2024,Lisa Trotter,289.48,96.49,313.2,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
25/9/2024,Milan Sejka,288.45,91.56,310.08334,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
25/9/2024,Peter Trotter,291.03,94.55,308.87,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
25/9/2024,Kevin Roden,263.88,73.07,305.265,McCaffery Field,Darling Downs Soaring Club,AU-QLD,SZD-48 Jantar Std. 2
25/9/2024,Bernie Sizer,266.55,80.12,302.2559,McCaffery Field,Tocumwal Soaring Centre,AU-QLD,PIK-20 B
25/9/2024,Mike Codling,298.99,99.38,301.89297,McCaffery Field,Darling Downs Soaring Club,AU-QLD,ASW 27
25/9/2024,David Pickles,261.96,88.83,297.37646,McCaffery Field,Hunter Valley Gliding Club,AU-QLD,PIK-20 B
25/9/2024,tim hood,273.39,81.17,295.61496,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 3
25/9/2024,Richard Frawley,309.79,116.39,294.7,McCaffery Field,Narromine Gliding Club,AU-QLD,JS3 18m
25/9/2024,Kim Houghton,270.55,70.95,292.53,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 3
25/9/2024,Grant Heaney,268.51,81.69,290.68692,McCaffery Field,Tocumwal Soaring Centre,AU-QLD,Discus a
25/9/2024,Ray Stewart,308.92,116.32,290.46,McCaffery Field,Kingaroy Soaring Club,AU-QLD,JS3 TJ 18m
25/9/2024,Garry Stevenson,264.66,66.17,289.73,McCaffery Field,Gliding Club of Victoria,AU-QLD,Discus b
25/9/2024,Daryl Speight,263.96,90.18,289,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus bT
25/9/2024,Andrew Georgeson,306.68,98.95,286.31,McCaffery Field,Kingaroy Soaring Club,AU-QLD,Nimbus 4DM
25/9/2024,Michael Strathern,271.03,88.23,285.07184,McCaffery Field,Nelson Lakes Gliding Club,AU-QLD,ASW 20
25/9/2024,Matt Sternberg,177.08,72.71,234.91591,McCaffery Field,Warwick Gliding Club,AU-QLD,H-101 Salto
25/9/2024,Tony Cottrell,31.15,84,31.86,Kooralbyn,Boonah Gliding Club,AU,N/A
25/9/2024,Tony Cottrell,17.84,58.49,20.291304,Southport,Boonah Gliding Club,AU,ASK 21
24/9/2024,Peter Trotter,290.68,88.45,323.88,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
24/9/2024,Milan Sejka,289.6,92.1,320.47314,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
24/9/2024,Lisa Trotter,286.7,94.22,316.71,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
24/9/2024,Matt Sternberg,228.03,61.57,310.81024,McCaffery Field,Warwick Gliding Club,AU-QLD,H-101 Salto
24/9/2024,Mike Codling,304.59,80.8,306.04,McCaffery Field,Darling Downs Soaring Club,AU-QLD,ASW 27
24/9/2024,David Pickles,248.44,66.32,293.00394,McCaffery Field,Hunter Valley Gliding Club,AU-QLD,PIK-20 B
24/9/2024,Richard Frawley,308.96,105.38,291.04,McCaffery Field,Narromine Gliding Club,AU-QLD,JS3 18m
24/9/2024,Kevin Roden,242.12,75.95,287.636,McCaffery Field,Darling Downs Soaring Club,AU-QLD,SZD-48 Jantar Std. 2
24/9/2024,Bernie Sizer,243.97,78.62,280.84,McCaffery Field,Tocumwal Soaring Centre,AU-QLD,PIK-20 B
24/9/2024,Garry Stevenson,245.96,69.39,280.69,McCaffery Field,Gliding Club of Victoria,AU-QLD,Discus b
24/9/2024,Kim Houghton,246.57,69.33,277.85,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 3
24/9/2024,Grant Heaney,246.96,69.52,270.06,McCaffery Field,Tocumwal Soaring Centre,AU-QLD,Discus a
24/9/2024,Daryl Speight,243.64,84.27,269.85,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus bT
24/9/2024,Michael Strathern,249.4,76.68,265.76,McCaffery Field,Nelson Lakes Gliding Club,AU-QLD,ASW 20
24/9/2024,Ray Stewart,317.94,111.34,261.68,McCaffery Field,Kingaroy Soaring Club,AU-QLD,JS3 TJ 18m
24/9/2024,tim hood,163.66,63.66,179.91588,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 3
24/9/2024,Andrew Georgeson,52.89,66.37,45.42,McCaffery Field,Kingaroy Soaring Club,AU-QLD,Nimbus 4DM
23/9/2024,Matt Sternberg,229.87,76.91,292.05453,McCaffery Field,Warwick Gliding Club,AU-QLD,H-101 Salto
23/9/2024,Kevin Roden,248.08,78.6,282.436,McCaffery Field,Darling Downs Soaring Club,AU-QLD,SZD-48 Jantar Std. 2
23/9/2024,David Pickles,246.8,89,276.6667,McCaffery Field,Hunter Valley Gliding Club,AU-QLD,PIK-20 B
23/9/2024,David Nash,254.44,73.28,276.2868,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus b
23/9/2024,Garry Stevenson,251.41,74.71,270.11697,McCaffery Field,Gliding Club of Victoria,AU-QLD,Discus b
23/9/2024,Grant Heaney,248.45,93.03,267.4028,McCaffery Field,Tocumwal Soaring Centre,AU-QLD,Discus a
23/9/2024,tim hood,248.89,88.84,265.4953,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 3
23/9/2024,Daryl Speight,248.04,93.26,265.34,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus bT
23/9/2024,Kim Houghton,250.42,89.62,265.15,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 3
23/9/2024,Michael Strathern,252.7,100.4,263.00546,McCaffery Field,Nelson Lakes Gliding Club,AU-QLD,ASW 20
23/9/2024,Milan Sejka,243.94,92.63,261.05368,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
23/9/2024,Lisa Trotter,242.72,99.24,255.5,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
23/9/2024,Peter Trotter,242.05,102.79,254.12,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
23/9/2024,Mike Codling,247.4,85.65,250.28333,McCaffery Field,Darling Downs Soaring Club,AU-QLD,ASW 27
23/9/2024,Ray Stewart,256.95,106.7,243.16,McCaffery Field,Kingaroy Soaring Club,AU-QLD,JS3 TJ 18m
23/9/2024,Bernie Sizer,211.37,86.11,242.98431,McCaffery Field,Tocumwal Soaring Centre,AU-QLD,PIK-20 B
23/9/2024,Andrew Georgeson,254.85,101.31,239.6,McCaffery Field,Kingaroy Soaring Club,AU-QLD,Nimbus 4DM
23/9/2024,Heath LEstrange,92.86,35.39,112.22,Rawnsley Park,Adelaide University Gliding Club,AU,Std. Libelle
22/9/2024,Justin Smith,363.31,77.6,345.08197,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
22/9/2024,David Nash,295.67,73.43,341.59152,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus b
22/9/2024,Kevin Roden,270.89,73.49,334.556,McCaffery Field,Darling Downs Soaring Club,AU-QLD,SZD-48 Jantar Std. 2
22/9/2024,David Fagan,350.11,74.77,334.42697,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1C 21m
22/9/2024,Daryl Speight,281.53,79.3,329.87,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus bT
22/9/2024,Garry Stevenson,281.12,74.28,329.58,McCaffery Field,Gliding Club of Victoria,AU-QLD,Discus b
22/9/2024,Peter Trotter,285.28,85.44,323.1,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
22/9/2024,Milan Sejka,285.48,78.46,321.70276,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
22/9/2024,Lisa Trotter,282.83,84.67,320.88,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
22/9/2024,Michael Strathern,284.04,101.07,320.17636,McCaffery Field,Nelson Lakes Gliding Club,AU-QLD,ASW 20
22/9/2024,Andrew Georgeson,299.34,100.22,298.27,McCaffery Field,Kingaroy Soaring Club,AU-QLD,Nimbus 4DM
22/9/2024,Grant Heaney,294.75,84.83,283.83,McCaffery Field,Tocumwal Soaring Centre,AU-QLD,Discus a
22/9/2024,David Pickles,277.77,76.54,278.43,McCaffery Field,Hunter Valley Gliding Club,AU-QLD,PIK-20 B
22/9/2024,Bernie Sizer,275.87,88.94,275.51,McCaffery Field,Tocumwal Soaring Centre,AU-QLD,PIK-20 B
22/9/2024,Mike Codling,296.93,80.74,264.1307,McCaffery Field,Darling Downs Soaring Club,AU-QLD,ASW 27
22/9/2024,Kim Houghton,278.9,77.15,263.68,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 3
22/9/2024,Ray Stewart,311.41,99.73,256.7,McCaffery Field,Kingaroy Soaring Club,AU-QLD,JS3 TJ 18m
22/9/2024,Richard Frawley,299.44,102.62,248.9,McCaffery Field,Narromine Gliding Club,AU-QLD,JS3 18m
22/9/2024,Cameron Tunbridge,204.3,49.51,238.72324,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Std. Cirrus
22/9/2024,Scott Lennon,132.78,50.61,212.76154,Temora,Temora Gliding Club,AU-NSW,RF-10
22/9/2024,Brian Gilby,158.53,57.41,183.42789,Warwick,Warwick Gliding Club,AU-QLD,HpH 304C Wasp
22/9/2024,Rolf Buelter,141.7,54.02,144.67456,Raywood,Bendigo Gliding Club,AU-VIC,LS 8T 18m
22/9/2024,Richard Hart,98.12,45.51,126.93,Elliott Field,Temora Gliding Club,AU,Pilatus B4 FG
22/9/2024,Brad Lange,127.65,58.04,126.07115,Warwick,Warwick Gliding Club,AU-QLD,PIK-20 E
22/9/2024,Neale Brain,118.97,46.55,125.37358,Warkworth,Hunter Valley Gliding Club,AU-NSW,Discus b
22/9/2024,Andrew Dickson,95.67,44.92,110.060745,Warkworth,Hunter Valley Gliding Club,AU-NSW,LS 3
22/9/2024,MR JACOBUS GERTENBACH,64.64,55.62,95.13,Warwick,Warwick Gliding Club,AU-QLD,PW 5
22/9/2024,Heath LEstrange,85.05,35.31,94.1,Rawnsley Park,Adelaide University Gliding Club,AU,Std. Libelle
22/9/2024,Allan Boughen,59.19,57.45,87.59647,Warwick,Warwick Gliding Club,AU-QLD,PW 5
22/9/2024,Jayden Bashford,65.75,59.82,68.83818,Sunraysia,Sunraysia Gliding Club,AU-VIC,Kestrel 17m
22/9/2024,Angus Munro,51.68,49.76,68.55218,Elliott Field,Boonah Gliding Club,AU,G 103 Twin 2
22/9/2024,Alex Husy,63.02,33.35,62.583336,Kingaroy,Kingaroy Soaring Club,AU-QLD,LS 8 18m
22/9/2024,tim hood,36.87,33.92,40.00374,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 3
22/9/2024,MR JACOBUS GERTENBACH,9.63,66.41,12.56,Warwick,Warwick Gliding Club,AU-QLD,PW 5
21/9/2024,Gerrit Kurstjens,508.47,108.01,488.98605,McCaffery Field,Darling Downs Soaring Club,AU-QLD,EB 29R
21/9/2024,Peter Trotter,370.42,96.24,440.47,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
21/9/2024,Laurie Simpkins,307.88,72.59,420.4864,Warwick,Warwick Gliding Club,AU-QLD,SZD-32 Foka 5
21/9/2024,Mike Codling,364.4,99.08,411.25964,McCaffery Field,Darling Downs Soaring Club,AU-QLD,ASW 27
21/9/2024,Richard Frawley,390.02,94.2,410.8664,McCaffery Field,Narromine Gliding Club,AU-QLD,JS3 RES 18m
21/9/2024,Andrew Georgeson,385.13,102.06,404.04,McCaffery Field,Kingaroy Soaring Club,AU-QLD,Nimbus 4DM
21/9/2024,John Buchanan,379.89,126.43,362.28,Kingaroy,Kingaroy Soaring Club,AU-QLD,AS 33 18m
21/9/2024,Todd Edwards ,323.04,81.62,355.42,Kingaroy,Kingaroy Soaring Club,AU-QLD,LS 3
21/9/2024,George Brown,349.77,96.09,351.87692,Warwick,Warwick Gliding Club,AU-QLD,LS 4 Jet
21/9/2024,Al Sim,321.49,87.08,346.71777,Kingaroy,Kingaroy Soaring Club,AU-QLD,LS 3
21/9/2024,Lisa Trotter,367.54,99.27,344.19,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
21/9/2024,David Nash,272.56,92.44,330.0321,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus b
21/9/2024,Grant Heaney,283.99,98.23,328.05515,McCaffery Field,Tocumwal Soaring Centre,AU-QLD,Discus a
21/9/2024,Ivan Teese,328.23,114.14,322.70578,Kingaroy,N/A,AU-QLD,ASG 29 18m
21/9/2024,Peter Eicher,208.85,39.81,315.83,Kingaroy,N/A,AU-QLD,Archaeopteryx
21/9/2024,Ray Stewart,375.44,123.22,309.05,McCaffery Field,Kingaroy Soaring Club,AU-QLD,JS3 TJ 18m
21/9/2024,David Kinlan,308.76,84.99,295.2252,Warwick,Warwick Gliding Club,AU-QLD,LAK-17B FES 18m
21/9/2024,George Polak,259.07,62.94,288.9132,Warwick,Warwick Gliding Club,AU-QLD,Discus b
21/9/2024,David Fagan,304.39,76.31,287.30157,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1C 21m
21/9/2024,Ursula Husy,257.45,77.55,281.27,Kingaroy,Kingaroy Soaring Club,AU-QLD,LS 8 18m
21/9/2024,Lisa Turner,277.51,121.46,269.25455,Kingaroy,Kingaroy Soaring Club,AU-QLD,ASG 29 18m
21/9/2024,Milan Sejka,221.75,79.5,259.0685,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 8
21/9/2024,Kim Houghton,263.57,93.52,248.87,McCaffery Field,Kingaroy Soaring Club,AU-QLD,LS 3
21/9/2024,Kevin Roden,242.48,93.51,245.507,McCaffery Field,Darling Downs Soaring Club,AU-QLD,SZD-48 Jantar Std. 2
21/9/2024,Justin Smith,255.67,78.54,238.05574,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
21/9/2024,Garry Stevenson,240.57,77.35,229.15,McCaffery Field,Gliding Club of Victoria,AU-QLD,Discus b
21/9/2024,David Pickles,217.54,77.88,220.86275,McCaffery Field,Hunter Valley Gliding Club,AU-QLD,PIK-20 B
21/9/2024,Brett Poole,144.28,61.26,179.92,Boonah,Boonah Gliding Club,AU-QLD,G 102 Astir CS
21/9/2024,Chris loynes,156.62,54.97,176.66,Kingaroy,Kingaroy Soaring Club,AU-QLD,Discus b
21/9/2024,Kevin White,200.22,87.1,175.61513,Kingaroy,Kingaroy Soaring Club,AU-QLD,LAK-17B FES 18m
21/9/2024,Stephen Scotchmer,138.25,53.63,162.22308,Boonah,Boonah Gliding Club,AU-QLD,PIK-20 D
21/9/2024,Kyle Urquhart,78.81,46.93,96.132,Charters Towers,North Queensland Soaring Centre,AU-QLD,SZD-48 Jantar Std. 2
21/9/2024,Brian Gilby,66.79,55.05,93.78953,Warwick,Warwick Gliding Club,AU-QLD,PW 6
21/9/2024,Peter Crowhurst,75.02,48.54,91.832,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 1-f
21/9/2024,MR JACOBUS GERTENBACH,52.25,49.49,74.26,Warwick,Warwick Gliding Club,AU-QLD,PW 5
21/9/2024,Allan Boughen,46.3,43.87,67.78,Warwick,Warwick Gliding Club,AU-QLD,PW 5
21/9/2024,Joseph Colfs,54.82,37.23,67.63,Charters Towers,North Queensland Soaring Centre,AU-QLD,SZD-51 Junior
21/9/2024,Martin Hurst,56.64,50.27,66.74135,Charters Towers,North Queensland Soaring Centre,AU-QLD,PIK-20 E
21/9/2024,Ojars Balodis,79.24,56.51,66.73145,Benalla,Gliding Club of Victoria,AU-VIC,ASH 31 Mi 21m
21/9/2024,Pavel Kalenov,56.53,62.03,63.45761,Boonah,Boonah Gliding Club,AU-QLD,G 103 Twin 2
